MCoV-113085	31.6
MCoV-113003	32
MCoV-113005	17.6
MCoV-113077	19.2
MCoV-113008	30
MCoV-113144	34.4
MCoV-113031	37.6
MCoV-113104	17.8
MCoV-113058	22
MCoV-113353	28.7
MCoV-113022	35.2
MCoV-113133	39
MCoV-113345	20.5
MCoV-113529	15.3
MCoV-113512	18.8
MCoV-113535	29.1
MCoV-113543	29.1
MCoV-113900	19.8
MCoV-114014	19.9
MCoV-113909	21.6
MCoV-113688	22.6
MCoV-113831	23.4
MCoV-113895	24.5
MCoV-113912	28.1
MCoV-113806	29.1
MCoV-113907	39.5
MCoV-113728	16.6
MCoV-113791	16.8
MCoV-113605	19.7
MCoV-113795	19.7
MCoV-113690	20
MCoV-113835	20.2
MCoV-113842	21.5
MCoV-113695	23.1
MCoV-113847	27.2
MCoV-113741	29
MCoV-113666	12.1
MCoV-113670	17.1
MCoV-113598	27.1
MCoV-113624	30.3
MCoV-113876	36.8
MCoV-113627	22.7
MCoV-113829	28.2
MCoV-113651	36.5
MCoV-113744	40.1
MCoV-113732	17.8
MCoV-113668	26.9
MCoV-114280	28.4
MCoV-113793	32
MCoV-113730	32.7
MCoV-113833	34.8
MCoV-114198	13.2
MCoV-113582	19.4
MCoV-114183	21.8
MCoV-114246	23
MCoV-114281	31.2
MCoV-114149	16.3
MCoV-114292	23.7
MCoV-114273	37.4
MCoV-114582	15.3
MCoV-114587	17.3
MCoV-114477	22.4
MCoV-114555	22.7
MCoV-114558	24.5
MCoV-114595	38
MCoV-114600	16
MCoV-114456	18.3
MCoV-114579	20.7
MCoV-114512	25
MCoV-114441	29.1
MCoV-114987	15.4
MCoV-114819	15.5
MCoV-114974	19.5
MCoV-114900	31.5
MCoV-114893	16.6
MCoV-115049	19.2
MCoV-114868	28.4
MCoV-114876	19.6
MCoV-115003	20.7
MCoV-114998	27.9
MCoV-115059	21.8
MCoV-115018	19.7
MCoV-114733	20.3
MCoV-114979	36.8
MCoV-115280	14.6
MCoV-115202	18.2
MCoV-115188	19.6
MCoV-115282	19.8
MCoV-115195	21.1
MCoV-115226	21.1
MCoV-115313	22.2
MCoV-115209	29.5
MCoV-115277	15
MCoV-115194	25.3
MCoV-115276	31.2
MCoV-115403	14.1
MCoV-115421	19.2
MCoV-115517	21.4
MCoV-115528	23.1
MCoV-115413	23.4
MCoV-115554	31.5
MCoV-115427	35.8
MCoV-115451	17.6
MCoV-115478	18.5
MCoV-115463	35.1
MCoV-115705	16.7
MCoV-115692	30.1
MCoV-115585	31.3
MCoV-115603	13.4
MCoV-115724	19.8
MCoV-115816	27.8
MCoV-115745	25.4
MCoV-115644	31.1
MCoV-115632	31.6
MCoV-115700	39
MCoV-115686	42
MCoV-115764	19.2
MCoV-115636	20.2
MCoV-115763	22.2
MCoV-115598	24.1
MCoV-115638	25.5
MCoV-115759	32.7
MCoV-115738	36.8
MCoV-115920	15.7
MCoV-115865	17.6
MCoV-115878	28
MCoV-115869	25.7
MCoV-115936	17.6
MCoV-115896	20.4
MCoV-116119	20.7
MCoV-116060	23.4
MCoV-116129	19.2
MCoV-116145	19.3
MCoV-116115	19.7
MCoV-116301	43.5
MCoV-116343	19.2
MCoV-116398	21.4
MCoV-116403	28
MCoV-116349	16.6
MCoV-116513	26.4
MCoV-116624	26
MCoV-116631	32.9
MCoV-116778	19.4
MCoV-116752	24.2
MCoV-116823	15
MCoV-116793	23.3
MCoV-116705	44.9
MCoV-117002	28.3
MCoV-117103	40
MCoV-116940	35.7
MCoV-116946	27
MCoV-117058	18.4
MCoV-117179	31.2
MCoV-117276	18.4
MCoV-117473	44.4
MCoV-117396	33.3
MCoV-117568	14.7
MCoV-117632	12.8
MCoV-117608	26.2
MCoV-117604	17.5
MCoV-117606	21.5
MCoV-117651	33.4
MCoV-117743	19
MCoV-117719	23.6
MCoV-117724	19.1
MCoV-117746	32.9
MCoV-117951	13.6
MCoV-117806	31.9
MCoV-118037	20.6
MCoV-118053	22.5
MCoV-117973	29.6
MCoV-118041	37.7
MCoV-118006	27.6
MCoV-117994	31
MCoV-117926	21.8
MCoV-118067	23.1
MCoV-118065	26.6
MCoV-118051	28.1
MCoV-118059	40.3
MCoV-117989	19.3
MCoV-118017	19.5
MCoV-117944	26.2
MCoV-118028	38
MCoV-118069	19
MCoV-118030	23.9
MCoV-118099	27
MCoV-118070	31.2
MCoV-118111	33.8
MCoV-118143	17.7
MCoV-118132	20.5
MCoV-118095	35
MCoV-118118	18.2
MCoV-118179	18.5
MCoV-118082	21.2
MCoV-118227	16.2
MCoV-118239	24.1
MCoV-118251	27.6
MCoV-118103	17.5
MCoV-118092	23.1
MCoV-118090	42.1
MCoV-118299	38.1
MCoV-118431	39.9
MCoV-118443	32.8
MCoV-118407	35.9
MCoV-118288	38.6
MCoV-118304	38.7
MCoV-118323	18.2
MCoV-118283	29.5
MCoV-118290	13.8
MCoV-118291	14.1
MCoV-118324	15.2
MCoV-118384	15.2
MCoV-118268	22.2
MCoV-118329	31.1
MCoV-118344	40.2
MCoV-118495	20.3
MCoV-118575	30.9
MCoV-118386	36
MCoV-118403	16.4
MCoV-118485	23.8
MCoV-118554	25.6
MCoV-118415	38
MCoV-118530	39.8
MCoV-118504	42.4
MCoV-118379	15.7
MCoV-118531	17.5
MCoV-118460	18.7
